"0805.3923","Karen Eminyan M","Karen M. Eminyan","Estimate of a Trigonometrical Sum Involving Naturals with Binary
  Decompositions of a Special Kind","5 pages",,,,"math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $\mathbb{N}_0$ be a class of natural numbers whose binary decompositions
has even number of 1. We estimate of the sum $\sum\limits_{n\in
\mathbf{N}_0,n\le X}\exp(2\pi i \alpha n^2)$.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:13:55 GMT""}]","2008-05-27"
"0805.3924","Dmitri Gal'tsov","Dmitri V. Gal'tsov and Nikolai G. Scherbluk","Generating technique for $U(1)^3 5D$ supergravity","A typo in Sec. VII B corrected, some references added","Phys.Rev.D78:064033,2008","10.1103/PhysRevD.78.064033","DTP-MSU/08-11","hep-th gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We develop generating technique for solutions of $U(1)^3 5D$ supergravity via
dimensional reduction to three dimensions. This theory, which recently
attracted attention in connection with black rings, can be viewed as consistent
truncation of the $T^6$ compactification of the eleven-dimensional
supergravity. Its further reduction to three dimensions accompanied by
dualisation of the vector fields leads to 3D gravity coupled sigma model on the
homogeneous space $SO(4,4)/SO(4)\times SO(4)$ or $SO(4,4)/SO(2,2)\times
SO(2,2)$ depending on the signature of the three-space. We construct a $8\times
8$ matrix representation of these cosets in terms of lower-dimensional blocks.
Using it we express solution generating transformations in terms of the
potentials and identify those preserving asymptotic conditions relevant to
black holes and black rings. As an application, we derive the doubly rotating
black hole solution with three independent charges. A suitable contraction of
the above cosets is used to construct a new representation of the coset
$G_{2(2)}/(SL(2,R)\times SL(2,R))$ relevant for minimal five-dimensional
supergravity.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:15:10 GMT""},{""version"":""v2"",""created"":""Wed, 18 Jun 2008 10:11:02 GMT""}]","2009-02-20"
"0805.3925","Martin Weides","M. Weides","Magnetic anisotropy in ferromagnetic Josephson junctions","to be published in APL","Appl. Phys. Lett. 93, 052502 (2008)","10.1063/1.2967873",,"cond-mat.supr-con","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Magnetotransport measurements were done on $\Nb/\Al_2\O_3/\Cu/\Ni/\Nb$
superconductor-insulator-ferromagnet-superconductor Josephson tunnel junctions.
Depending on ferromagnetic $\Ni$ interlayer thickness and geometry the standard
(1d) magnetic field dependence of critical current deviates from the text-book
model for Josephson junctions. The results are qualitatively explained by a
short Josephson junction model based on anisotropy and 2d remanent
magnetization.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:19:00 GMT""},{""version"":""v2"",""created"":""Tue, 15 Jul 2008 10:52:42 GMT""}]","2008-08-06"
"0805.3927","Ilya Karzhemanov","Ilya Karzhemanov","On Fano threefolds with canonical Gorenstein singularities",,"Russ. Acad. Sci. Sb. Math. 2009. V. 200(8). P. 111-146","10.1070/SM2009v200n08ABEH004035",,"math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We classify three-dimensional Fano varieties with canonical Gorenstein
singularities of degree bigger than 64.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:22:40 GMT""}]","2015-05-13"
"0805.3929","Dimitris Varouchas","Dimitris Varouchas","Study of Vector Boson Fusion Higgs in Atlas-LHC","Proceedings for Moriond ElectroWeak 2008",,,,"hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Within the framework of Standard Model, the production mode of Higgs boson
through the fusion of the vector bosons $W$ or $Z$ (Vector Boson Fusion) is one
of the most important production mechanisms, providing a specific detection
signature. A detailed study regarding this issue is being undergone for ATLAS
detector in LHC and some general features of this analysis are being presented
in this note emphasizing in the study of Central Jet Veto.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:34:23 GMT""}]","2008-05-27"
"0805.3930","Ashoke Sen","Shamik Banerjee and Ashoke Sen","Interpreting the M2-brane Action","LaTeX file, 6 pages","Mod.Phys.Lett.A24:721-724,2009","10.1142/S0217732309030461",,"hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The world-volume theory of multiple M2-branes proposed recently has a free
scalar field. For large vev of this scalar field the world-volume action
reduces to that of multiple D2-branes with Yang-Mills coupling proportional to
the vev. We suggest that the correct interpretation of this scalar field is as
the radial position of the M2-brane center of mass in a cylindrical polar
coordinate system. Regarding the azimuthal angle as compact we can regard this
as a set of coincident D2-branes in type IIA string theory with varying dilaton
and metric. We find that the effective world-volume theory on the D2-branes has
Yang-Mills coupling proportional to the radial coordinate; furthermore the
radial coordinate satisfies free field equations of motion. This agrees with
the corresponding results derived from the M2-brane world-volume theory.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:37:52 GMT""}]","2009-09-15"
"0805.3931","Yasuaki Hikida","Yasuaki Hikida and Volker Schomerus","The FZZ-Duality Conjecture - A Proof","42 pages","JHEP 0903:095,2009","10.1088/1126-6708/2009/03/095","KEK-TH-1253, DESY 08-062","hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We prove that the cigar conformal field theory is dual to the Sine-Liouville
model, as conjectured originally by Fateev, Zamolodchikov and Zamolodchikov.
Since both models possess the same chiral algebra, our task is to show that
correlations of all tachyon vertex operators agree. We accomplish this goal
through an off-critical version of the geometric Langlands duality for sl(2).
More explicitly, we combine the well-known self-duality of Liouville theory
with an intriguing correspondence between the cigar and Liouville field theory.
The latter is derived through a path integral treatment. After a very detailed
discussion of genus zero amplitudes, we extend the duality to arbitrary closed
surfaces.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:57:00 GMT""}]","2014-11-18"
"0805.3932","Adeline Crepieux","Ines Safi (LPS), Cristina Bena (LPS, IPHT), Adeline Cr\'epieux (CPT)","AC conductance and non-symmetrized noise at finite frequency in quantum
  wires and carbon nanotubes",,"Physical Review B 78 (2008) 205422","10.1103/PhysRevB.78.205422",,"cond-mat.mes-hall cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We calculate the AC conductance and the finite-frequency non-symmetrized
noise in interacting quantum wires and single-wall carbon nanotubes in the
presence of an impurity. We observe a strong asymmetry in the frequency
spectrum of the non-symmetrized excess noise, even in the presence of the
metallic leads. We find that this asymmetry is proportional to the differential
excess AC conductance of the system, defined as the difference between the AC
differential conductances at finite and zero voltage, and thus disappears for a
linear system. In the quantum regime, for temperatures much smaller than the
frequency and the applied voltage, we find that the emission noise is exactly
equal to the impurity partition noise. For the case of a weak impurity we
expand our results for the AC conductance and the noise perturbatively. In
particular, if the impurity is located in the middle of the wire or at one of
the contacts, our calculations show that the noise exhibits oscillations with
respect to frequency, whose period is directly related to the value of the
interaction parameter $g$.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 12:11:03 GMT""},{""version"":""v2"",""created"":""Thu, 20 Nov 2008 10:02:13 GMT""}]","2008-11-20"
"0805.3933","Andrea Solotar","Lionel Richard, Andrea Solotar","On Morita equivalence for simple Generalized Weyl algebras","17 pages",,,,"math.KT math.QA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We give a necessary condition for Morita equivalence of simple Generalized
Weyl algebras of classical type. We propose a reformulation of Hodges' result,
which describes Morita equivalences in case the polynomial defining the
Generalized Weyl algebra has degree 2, in terms of isomorphisms of quantum
tori, inspired by similar considerations in noncommutative differential
geometry. We study how far this link can be generalized for $n\ge 3$.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:49:42 GMT""}]","2008-05-27"
"0805.3934","Nicolas Fourches","Nicolas Fourches (IRFU), M. Besan\c{c}on (IRFU), R. Chipaux (DAPNIA),
  Y. Li (DAPNIA), P. Lutz (IRFU), F. Orsini (DAPNIA)","Radiation Induced Effects in a Monolithic Active Pixel Sensor : The
  Mimosa8 Chip",,,"10.0762/DAPNIA",,"physics.ins-det","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have studied the effects of ionizing irradiation from a 60Co source and
the effects of neutron irradiation on a Monolithic Active Pixel Sensor
Chip(MIMOSA8). A previous report was devoted solely to the neutron-induced
effects. We show that extended defects due to the neutron damage changes the
distribution of the pixels pedestals. This is mainly due to the increase of the
dark generation current due to the presence of deep traps in the depleted zones
of the sensors. Alternatively, the exposure to ionizing irradiation increases
the pedestals in a more homogeneous way, this coming from the generation of
interface states at the Si/SiO2 interface supplemented by the presence of
positively charged traps in the oxides. the sensors' leakage current is then
increased. We discuss the results in view of increasing the radiation-hardness
of the MAPS, bearing in mind that these chips were not designed with any
rad-tol layout technique.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:44:53 GMT""}]","2008-12-18"
"0805.3935","Arnaud Martin","Arnaud Martin (E3I2)","Fusion for Evaluation of Image Classification in Uncertain Environments",,"Dans Proceeding of the 9th International Conference on Information
  Fusion - Information Fusion, Florence : Italie (2006)",,,"cs.AI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present in this article a new evaluation method for classification and
segmentation of textured images in uncertain environments. In uncertain
environments, real classes and boundaries are known with only a partial
certainty given by the experts. Most of the time, in many presented papers,
only classification or only segmentation are considered and evaluated. Here, we
propose to take into account both the classification and segmentation results
according to the certainty given by the experts. We present the results of this
method on a fusion of classifiers of sonar images for a seabed
characterization.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:50:25 GMT""}]","2008-12-18"
"0805.3936","Carlos Saffe","C. Saffe, M. Gomez, O. Pintado and E. Gonzalez","Spectroscopic metallicities of Vega-like stars","25 pages, 4 figures",,"10.1051/0004-6361:200810260",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Aims: To determine the metallicities of 113 Southern Hemisphere Vega-like
candidate stars in relation to the Exoplanet host group and field stars.
  Methods: We applied two spectroscopic methods of abundance determinations:
equivalent width measurements together with the ATLAS9 (Kurucz 1993) model
atmospheres and the WIDTH9 program, and a comparison of observed spectra with
the grid of synthetic spectra of Munari et al. (2005).
  Results: For the Vega-like group, the metallicities are indistinguishable
from those of field stars not known to be associated with planets or disks.
This result is quite different from the metallicities of Exoplanet host stars
which are metal-rich in comparison to field stars.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:50:52 GMT""}]","2009-11-13"
"0805.3937","- Departement Mathematiques Orsay","Camille Laurent (LM-Orsay)","Global controllability and stabilization for the nonlinear Schrodinger
  equation on an interval",,,,,"math.AP math.OC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We prove global internal controllability in large time for the nonlinear
Schrodinger equation on a bounded interval with periodic, Dirichlet or Neumann
conditions. Our strategy combines stabilization and local controllability near
0. We use Bourgain spaces to prove this result on L2. We also get a regularity
result about the control if the data are assumed smoother.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:51:09 GMT""}]","2008-12-18"
"0805.3938","Christelle Guerret-Piecourt","Gilles Damamme, Christelle Guerret-Piecourt (LTDS), Temga Temga
  (LTDS), D. Juv\'e (LTDS), D. Tr\'eheux (LTDS)","Consequences of anisotropy in electrical charge storage: application to
  the characterization by the mirror method of TiO2 rutile",,"Journal of Physics D: Applied Physics 41 (2008) 065208","10.1088/0022-3727/41/6/065208",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This article is devoted first to anisotropic distributions of stored electric
charges in isotropic materials, second to charge trapping and induced
electrostatic potential in anisotropic dielectrics. On the one hand, we examine
the case of anisotropic trapped charge distributions in linear homogeneous
isotropic (LHI) insulators, obtained after an electron irradiation in a
scanning electron microscope. This injection leads to the formation of a mirror
image.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:54:51 GMT""}]","2009-11-13"
"0805.3939","Arnaud Martin","Arnaud Martin (E3I2), Isabelle Quidu (E3I2)","Decision Support with Belief Functions Theory for Seabed
  Characterization",,"Dans Proceeding of the 11th International Conference on
  Information Fusion - International Conference on Information Fusion, Cologne
  : Allemagne (2008)",,,"cs.AI cs.IT math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The seabed characterization from sonar images is a very hard task because of
the produced data and the unknown environment, even for an human expert. In
this work we propose an original approach in order to combine binary
classifiers arising from different kinds of strategies such as one-versus-one
or one-versus-rest, usually used in the SVM-classification. The decision
functions coming from these binary classifiers are interpreted in terms of
belief functions in order to combine these functions with one of the numerous
operators of the belief functions theory. Moreover, this interpretation of the
decision function allows us to propose a process of decisions by taking into
account the rejected observations too far removed from the learning data, and
the imprecise decisions given in unions of classes. This new approach is
illustrated and evaluated with a SVM in order to classify the different kinds
of sediment on image sonar.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:55:55 GMT""}]","2008-12-18"
"0805.3941","Hyung Won Lee","Kyoung Yee Kim, Hyung Won Lee and Yun Soo Myung","Density perturbations in decaying holographic dark energy models","11pages, 5 figures",,"10.1142/S0217732309030643",,"gr-qc hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study cosmological perturbations in the context of an interacting dark
energy model, where the holographic dark energy with IR cutoff decays into the
cold dark matter (CDM). For this purpose, we introduce three IR cutoffs of
Hubble horizon, particle horizon, and future event horizon. Here we present
small perturbations under the case that effective equation of state (EOS:
$\omega^{\rm eff}$) for the holographic energy density is determined to be the
same negative constant as that for the CDM. Such new matter productions tend to
dilute the density perturbations of CDM (matter contrast). For a decelerating
universe of $\omega^{\rm eff}>-1/3$, the matter contrast is growing as the
universe evolves, while for an accelerating universe of $\omega^{\rm
eff}<-1/3$, the matter contrast is decaying, irrespective of the choice of IR
cutoff. This shows clearly that the acceleration suppresses the growing of the
density perturbations at the early universe.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 12:01:15 GMT""},{""version"":""v2"",""created"":""Tue, 12 Aug 2008 08:39:57 GMT""}]","2015-05-13"
"0805.3942","Marco Ruggieri","M. Ruggieri","Phase diagram and pion modes of the neutral Nambu-Jona Lasinio model
  with the Polyakov loop","6 pages, 3 figures. Invited talk at the YITP international symposium
  on ``Fundamental Problems in Hot and/or Dense QCD'', Kyoto, Japan, 3-6 Mar
  2008","Prog.Theor.Phys.Suppl.174:60-65,2008","10.1143/PTPS.174.60",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  I discuss recent results obtained by our group within the Nambu-Jona Lasinio
model with the Polyakov loop. I focus on the two flavor version of the model,
discussing the phase diagram in the $\mu-T$ plane in the case in which
electrical neutrality is required. One of the results is that pion condensation
is not observed in our model when a physical mass for the light quarks is
considered.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 12:09:58 GMT""}]","2009-01-14"
"0805.3943","Jinkui Dong","K.Liu, X.Y.Zhang","Colossal dielectric constant and Maxwell-Wagner relaxation in
  $Pb(Fe_{1/2}Nb_{1/2})O_{3-x}PbTiO_3$ single crystals","This paper is replaced by arXiv:0810.1346, which includes a more
  detailed study of Pb(Fe1/2Nb1/2)1-xTixO3 single crystals",,,,"cond-mat.mtrl-sci","http://creativecommons.org/licenses/by-nc-sa/3.0/","  Recently, materials exhibiting colossal dielectric constant ($CDC$) have
attracted significant attention because of their high dielectric constant and
potential applications in electronic devices, such as high dielectric
capacitors, capacitor sensors, random access memories and so on.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:14:21 GMT""},{""version"":""v2"",""created"":""Wed, 18 Sep 2013 09:36:45 GMT""}]","2013-09-19"
"0805.3944","Vinod Panchal","Vinod Panchal, Shankar Ghosh, Smita Gohil, Nilesh kulkarni, Pushan
  Ayyub","Non-monotonic size dependence of the elastic modulus of nanocrystalline
  ZnO embedded in a nanocrystalline silver matrix","10 pages, 6 figures",,"10.1088/0953-8984/20/34/345224",,"cond-mat.mtrl-sci cond-mat.other","http://creativecommons.org/licenses/by-nc-sa/3.0/","  We present the first high pressure Raman study on nanocrystalline ZnO films
with different average crystallite sizes. The problem of low Raman signals from
nano sized particles was overcome by forming a nanocomposite of Ag and ZnO
nanoparticles. The presence of the nanodispersed Ag particles leads to a
substantial surface enhancement of the Raman signal from ZnO. We find that the
elastic modulus of nanocrystalline ZnO shows a non-monotonic dependence on the
crystallite size. We suggest that the non-monotonicity arises from an interplay
between the elastic properties of the individual grains and the intergranular
region.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 12:15:48 GMT""}]","2009-11-13"
"0805.3945","Aravind Natarajan","Aravind Natarajan, Dominik J. Schwarz","The effect of early dark matter halos on reionization","Minor changes from v2. Accepted for publication in Phys. Rev. D","Phys.Rev.D78:103524,2008; Erratum-ibid.D81:089905,2010","10.1103/PhysRevD.78.103524 10.1103/PhysRevD.81.089905","BI-TP 2008/13","astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The annihilation of dark matter particles releases energy, ionizing some of
the gas in the Universe. We investigate the effect of dark matter halos on
reionization. We show that the effect depends on the assumed density profile,
the particle mass, and the assumed minimum halo mass. For NFW halos and typical
WIMPs, we find the effect to be quite small. However, light dark matter
candidates in the MeV range can contribute significantly to reionization and
can make an important contribution to the measured optical depth. This effect
may be used to constrain light dark matter models. We also study the effect of
varying the halo density profile on reionization.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:28:26 GMT""},{""version"":""v2"",""created"":""Fri, 26 Sep 2008 09:42:15 GMT""},{""version"":""v3"",""created"":""Fri, 21 Nov 2008 16:15:07 GMT""}]","2014-11-18"
"0805.3946","Alexandre Payez","A. Payez, J.R. Cudell and D. Hutsemekers","Axions and polarisation of quasars","Contributed to ""Three days of Strong Interactions & Astrophysics,
  Heidelberg-Liege-Paris-Wroclaw"", 6/3/2008-8/3/2008, Spa, Belgium. To be
  published in AIP proceedings","AIP Conf. Proc. 1038 (2008) 211","10.1063/1.2987174",,"astro-ph hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present results showing that, thanks to axion-photon mixing in external
magnetic fields, it is actually possible to produce an effect similar to the
one needed to explain the large-scale coherent orientations of quasar
polarisation vectors in visible light that have been observed in some regions
of the sky.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 12:31:15 GMT""}]","2014-01-22"
"0805.3947","Semen Kutateladze S","S. S. Kutateladze","Nonstandard Models and Optimization","An extended version of a talk prepared for the International
  Conference ""Methods of Logic in Mathematics V,"" June 1--6, 2008, St.
  Petersburg","Vladikavkaz Math. J., 2008, V.10, No,4, 39-48",,,"math.OC math.LO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This is an overview of a few possibilities that are open by model theory in
applied mathematics. Most attention is paid to the present state and frontiers
of the Cauchy method of majorants, approximation of operator equations with
finite-dimensional analogs, and the Lagrange multiplier principle in
multiobjective decision making.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 12:44:22 GMT""}]","2011-05-31"
"0805.3950","Chao You","Chao You, Bao Qi Feng","On distribution and almost convergence of bounded sequences","8 pages",,,,"math.FA math.GM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we give the concepts of properly distributed and simply
distributed sequences, and prove that they are almost convergent. Basing on
these, we review the work of Feng and Li [Feng, B. Q. and Li, J. L., Some
estimations of Banach limits, J. Math. Anal. Appl. 323(2006) No. 1, 481-496.
MR2262220 46B45 (46A45).], which is shown to be a special case of our
generalized theory.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:01:04 GMT""}]","2008-05-27"
"0805.3952","Jarmo M\""akel\""a Dr.","J. Makela","A Simple Quantum-Mechanical Model of Spacetime I: Microscopic Properties
  of Spacetime","36 pages. This is the first part in a series of two papers, where the
  paper gr-qc/0701128 has been divided in two, and largely rewritten. This is a
  completely revised version of the first part",,,,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This is the first part in a series of two papers, where we consider a
specific microscopic model of spacetime. In our model Planck size quantum black
holes are taken to be the fundamental building blocks of space and time.
Spacetime is assumed to be a graph, where black holes lie on the vertices. In
this first paper we construct our model in details, and show how classical
spacetime emerges at the long distance limit from our model. We also consider
the statistics of spacetime.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:05:42 GMT""},{""version"":""v2"",""created"":""Sun, 6 Jul 2008 12:40:04 GMT""},{""version"":""v3"",""created"":""Wed, 21 Oct 2009 10:59:42 GMT""}]","2009-10-21"
"0805.3953","Yevgeny Kats","Howard Georgi, Yevgeny Kats","An Unparticle Example in 2D","8 pages, 2 figures","Phys.Rev.Lett.101:131603,2008","10.1103/PhysRevLett.101.131603",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We discuss what can be learned about unparticle physics by studying simple
quantum field theories in one space and one time dimension. We argue that the
exactly soluble 2D theory of a massless fermion coupled to a massive vector
boson, the Sommerfield model, is an interesting analog of a Banks-Zaks model,
approaching a free theory at high energies and a scale invariant theory with
nontrivial anomalous dimensions at low energies. We construct a toy standard
model coupling to the fermions in the Sommerfield model and study how the
transition from unparticle behavior at low energies to free particle behavior
at high energies manifests itself in interactions with the toy standard model
particles.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:16:19 GMT""}]","2008-11-26"
"0805.3955","Jarmo M\""akel\""a Dr.","J. Makela","A Simple Quantum-Mechanical Model of Spacetime II: Thermodynamics of
  Spacetime","37 pages. This is the second part in a series of two papers, where
  the paper gr-qc/0701128 has been divided in two and largely rewritten. In
  this version some typos have been corrected, and the paper has been partly
  re-organized",,,,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this second part of our series of two papers, where spacetime is modelled
by a graph, where Planck size quantum black holes lie on the vertices, we
consider the thermodynamics of spacetime. We formulate an equation which tells
in which way an accelerating, spacelike two-surface of spacetime interacts with
the thermal radiation flowing through that surface. In the low temperature
limit, where most quantum black holes constituting spacetime are assumed to lie
in the ground state, our equation implies, among other things, the Hawking and
the Unruh effects, as well as Einstein's field equation with a vanishing
cosmological constant for general matter fields. We also consider the high
temperature limit, where the microscopic black holes are assumed to lie in
highly excited states. In this limit our model implies, among other things,
that black hole entropy depends logarithmically on its area, instead of being
proportional to the area.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:19:57 GMT""},{""version"":""v2"",""created"":""Sun, 6 Jul 2008 12:45:21 GMT""},{""version"":""v3"",""created"":""Wed, 21 Oct 2009 11:07:53 GMT""}]","2009-10-21"
"0805.3956","Romuald Lemanski","Romuald Lema\'nski, Jakub Wrzodak","Ground-state phase diagrams of the generalized Falicov-Kimball model
  with Hund coupling","10 pages, 6 figures; Fig. 2 slightly modified and the text adjusted
  accordingly, references added","Physical Review B 78, 085118 (2008)","10.1103/PhysRevB.78.085118",,"cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Charge and spin orderings are studied on the simplest 1D and the 2D square
lattice within the generalized Falicov-Kimball model with Hund coupling between
localized and itinerant electrons. Using the restricted phase diagrams method
(RPDM) a number of simple rules of formation of various sorts of ground state
phases have been detected. In particular, relationships between density of
current carriers (electrons or holes) and type of charge and magnetic
arrangement has been determined. In 2D in the mixed valence regime only axial
stripes (vertical or horizontal) have been found for intermediate values of the
coupling constants. They are composed of ferromagnetic or antiferromagnetic
chains interchanged with non-magnetic ones. For band fillings close to the half
filling stripe phases oriented along one of the main diagonal direction are
formed. The results suggest a possibility of tuning modulations of charge and
magnetic superstructures with a change of doping.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:20:07 GMT""},{""version"":""v2"",""created"":""Fri, 25 Jul 2008 09:32:50 GMT""}]","2008-08-19"
"0805.3957","Giovanni Cicuta","M. Bonini, G. M. Cicuta, E. Onofri","Dilatation operator and Cayley graphs","30 pages and 3 eps figures, v2: few typos corrected","JHEP 0807:110,2008","10.1088/1126-6708/2008/07/110",,"hep-th math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We use the algebraic definition of the Dilatation operator provided by
Minahan, Zarembo, Beisert, Kristijansen, Staudacher, proper for single trace
products of scalar fields, at leading order in the large-N 't Hooft limit to
develop a new approach to the evaluation of the spectrum of the Dilatation
operator. We discover a vast number of exact sequences of eigenstates.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:45:22 GMT""},{""version"":""v2"",""created"":""Tue, 29 Jul 2008 13:22:15 GMT""}]","2014-11-18"
"0805.3958","Gerhard Burau","G. Burau, J. Bleibel, C. Fuchs","Parton rearrangement and fast thermalization in heavy-ion collisions at
  RHIC and LHC energies","4 pages incl. 3 figures, contribution for the proceedings of Quark
  Matter 2008 at Jaipur (India)","Indian J.Phys.84:1777-1781,2010","10.1007/s12648-010-0172-2",,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The implications of parton rearrangement processes on the dynamics of
ultra-relativistic heavy-ion collisions have been investigated. A microscopic
transport approach, namely the quark gluon string model (QGSM) which has been
extended for a locally density-dependent partonic rearrangement and fusion
procedure served as the tool for this investigations. The model emulates
effectively the dynamics of a strongly coupled quark plasma and final hadronic
interactions. Main QGSM results on anisotropic flow components v1 and v2 at top
RHIC energy are compiled. Predictions for the pseudorapidity dependence of
directed and elliptic flow in Pb+Pb collisions under LHC conditions are
presented.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:28:50 GMT""}]","2011-03-02"
"0805.3959","St\'ephane Pons","Emmanouil Frantzeskakis, Stephane Pons, Hossein Mirhosseini, Jurgen
  Henk, Christian. R. Ast, and Marco Grioni","Tunable spin-gaps in a quantum-confined geometry",,,"10.1103/PhysRevLett.101.196805",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have studied the interplay of a giant spin-orbit splitting and of quantum
confinement in artificial Bi-Ag-Si trilayer structures. Angle-resolved
photoelectron spectroscopy (ARPES) reveals the formation of a complex
spin-dependent gap structure, which can be tuned by varying the thickness of
the Ag buffer layer. This provides a means to tailor the electronic structure
at the Fermi energy, with potential applications for silicon-compatible
spintronic devices.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:39:59 GMT""},{""version"":""v2"",""created"":""Wed, 11 Jun 2008 08:31:12 GMT""}]","2009-11-13"
"0805.3960","Keiko Kokeyama","K. Kokeyama, K. Somiya, F. Kawazoe, S. Sato, S. Kawamura and A.
  Sugamoto","Development of signal-extraction scheme for Resonant Sideband Extraction","8 pages, 6 figures, 2 tables","Class.Quant.Grav.25:235013,2008","10.1088/0264-9381/25/23/235013",,"gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  As a future plan, an advanced gravitational-wave detector will employ an
optical configuration of resonant sideband extraction (RSE), achieved with an
additional mirror at the signal-detection port of the power-recycled
Fabry-Perot Michelson interferometer. To control the complex coupled cavity
system, one of the most important design issues is how to extract the
longitudinal control signals of the cavities. We developed a new
signal-extraction scheme which provides an appropriate sensing matrix. The new
method uses two sets of sidebands: one of the sideband components satisfies the
critical coupling ondition for the RSE interferometer and reaches the
signal-extraction port, and the other sideband is completely reflected by the
Michelson interferometer. They provide a diagonalized sensing matrix and enable
the RSE control to be robust.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 14:05:55 GMT""}]","2008-12-18"
"0805.3961","Kisselev Alexandre","F.F. Tikhonin","On the effects at colliding mu-meson beams","20 pages, 2 tables, 4 figures. Original version in Russian is also
  included",,,"JINR P2-4120, Dubna, 1968","hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Possible influence of the weak interaction on the $\mu^+ + \mu^- \to \mu^+ +
\mu^- $ scattering and the $\mu^+ + \mu^- \to e^+ + e^- $ reaction, both
through the neutral lepton currents and the charged ones (in the second order
on weak constant), are considered.
  The calculations show that $P$ - odd effects in the mentioned processes would
prove the existence of the neutral currents which, in their turn, give the
principal basis for explanation of the mass difference of a muon and an
electron from the point of view of Ref. [1].
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 13:45:18 GMT""},{""version"":""v2"",""created"":""Fri, 30 May 2008 09:26:08 GMT""},{""version"":""v3"",""created"":""Thu, 5 Jun 2008 07:03:36 GMT""}]","2008-06-05"
